,Fp1,Fz,FT9,F8,Fp2,AF7,AF8,AF4
Fp1,0.3937984496124031,0.0,0.0,0.0,0.0,0.0,0.3023255813953488,0.30387596899224806
Fz,0.0,0.990909090909091,0.0,0.0,0.0,0.0,0.0,0.00909090909090909
FT9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
F8,0.018518518518518517,0.0,0.0,0.5555555555555556,0.0,0.0,0.42592592592592593,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.3192868719611021,0.0,0.0,0.0713128038897893,0.0,0.0,0.3873581847649919,0.22204213938411668
AF4,0.34458259325044405,0.0053285968028419185,0.0,0.0,0.0,0.0,0.23978685612788633,0.4103019538188277
