,cuneus-lh,cuneus-rh,frontalpole-lh,fusiform-rh,insula-rh,isthmuscingulate-rh,lateraloccipital-rh,parahippocampal-rh
cuneus-lh,0.24161073825503357,0.22818791946308725,0.0,0.16778523489932887,0.11409395973154363,0.04697986577181208,0.20134228187919462,0.0
cuneus-rh,0.2323943661971831,0.2323943661971831,0.0,0.176056338028169,0.11971830985915492,0.028169014084507043,0.2112676056338028,0.0
frontalpole-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
fusiform-rh,0.15862068965517243,0.15862068965517243,0.0,0.2620689655172414,0.14482758620689656,0.0,0.19310344827586207,0.08275862068965517
insula-rh,0.16304347826086957,0.16304347826086957,0.0,0.20652173913043478,0.25,0.0,0.21739130434782608,0.0
isthmuscingulate-rh,0.16363636363636364,0.10909090909090909,0.0,0.0,0.0,0.7090909090909091,0.01818181818181818,0.0
lateraloccipital-rh,0.2014388489208633,0.2014388489208633,0.0,0.2014388489208633,0.15827338129496402,0.0,0.23741007194244604,0.0
parahippocampal-rh,0.0,0.0,0.0,0.27906976744186046,0.0,0.0,0.0,0.7209302325581395
