,frontalpole-lh,frontalpole-rh,insula-lh,isthmuscingulate-rh,paracentral-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.5079617834394905,0.1735668789808917,0.11252653927813164,0.0,0.09182590233545647,0.0,0.0,0.11411889596602973
frontalpole-rh,0.2196969696969697,0.4869146005509642,0.030303030303030304,0.005509641873278237,0.21694214876033058,0.0,0.040633608815427,0.0
insula-lh,0.2,0.03925233644859813,0.711214953271028,0.0,0.029906542056074768,0.0,0.019626168224299065,0.0
isthmuscingulate-rh,0.0,0.0036855036855036856,0.0,0.480958230958231,0.06388206388206388,0.38759213759213756,0.03194103194103194,0.03194103194103194
paracentral-lh,0.10961538461538461,0.20192307692307693,0.021794871794871794,0.06923076923076923,0.5474358974358975,0.05,0.0,0.0
parahippocampal-rh,0.0,0.0,0.0,0.422,0.04933333333333333,0.5286666666666666,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.04552238805970149,0.017164179104477612,0.03731343283582089,0.0,0.0,0.5365671641791044,0.36343283582089553
rostralanteriorcingulate-rh,0.14247491638795987,0.0,0.0,0.033444816053511704,0.0,0.0,0.32642140468227426,0.49765886287625416
