,Pz,P4,CP2,FC2,AF3,PO7,PO8,P2
Pz,0.27370030581039756,0.27370030581039756,0.27370030581039756,0.17889908256880735,0.0,0.0,0.0,0.0
P4,0.273972602739726,0.273972602739726,0.273972602739726,0.1780821917808219,0.0,0.0,0.0,0.0
CP2,0.27370030581039756,0.27370030581039756,0.27370030581039756,0.17889908256880735,0.0,0.0,0.0,0.0
FC2,0.2505353319057816,0.2505353319057816,0.2505353319057816,0.24839400428265523,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
