,Fp1,Pz,P4,CP2,AF7,AF3,PO8,P2
Fp1,0.4263005780346821,0.0,0.0,0.0,0.4234104046242775,0.0,0.15028901734104047,0.0
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.42627737226277373,0.0,0.0,0.0,0.42627737226277373,0.0,0.14744525547445256,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.33653846153846156,0.0,0.0,0.0,0.3301282051282051,0.0,0.3333333333333333,0.0
P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
