,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,P1,P5,PO7,POz,PO4,PO8,P2,CPz,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,FCz
Fz,-0.06763420293935093,-0.26124265502706867,0.26547282852609105,-0.16507201824929493,-0.2556308102557889,-0.27295750724684986,-0.12794973189618114,0.1714948466929995,0.04506895863759778,-0.3843753991652211,0.3329283791289745,-0.21229279232813908,-0.08068037062227572,0.1757815854048353,-0.20275354678863244,-0.003018321100445737,-0.19023481146850282,0.4615817484460143,0.12316475582932529,0.09271139643184878,-0.29875039864207176,-0.18050953934198538,0.41042241690021053,-0.0818975631935044,-0.001728812519965327,0.24447713255903308,-0.2016772650412987,-0.38158962123839696,0.014634149261894998,0.2481939674477994,-0.05872342200458445,-0.01519112095039823,-0.2417903778833229,-0.11118757831178327,0.08178143086758034,0.3770213402077622,0.07049760374639041,0.11265743720331785,0.2651722816902793,-0.2717422267686683,0.3437760737267007,0.18927324215110156,0.27843392403866357,0.03166591891878707,-0.5892451071418228,0.35424249284608783,0.37886078798003126,-0.48183045939997127,0.08204515456718238,-0.08409055181983802,0.10286053953943805,-0.05454719853868283,0.3635088884722409,-0.2776317697929372,-0.003501222394836004,-0.058252879150369564
F3,-0.15853556630333157,-0.35014863249210265,0.17509119897780454,0.2563878466248576,0.029865735350365477,0.09800806778489643,-0.16075817903720446,-0.06536851370375556,0.33739277592895156,0.09221430910218241,-0.017247143086416304,-0.03787465639117174,0.06953015864329241,-0.024549252091309388,-0.2643440562889017,-0.029312245141129664,-0.15283135942429885,0.5883640129181378,-0.8399992110147422,-0.2694006968108175,-0.48354870048990195,-0.8465622712141871,-0.06005658442516521,0.1423960455067343,0.17448254453277753,-0.19336435010103203,-0.1091942459143291,0.22647419243437533,-0.14128892781493566,0.09433500208811732,0.3122414472389492,0.3192631647395627,-0.08111177133653721,-0.26016017293651506,-0.09312955525037554,0.06847074093182892,0.008077236638379058,0.2918487975389705,-0.0359080337088766,-0.16263316391588098,0.03718915054141617,-0.20031152105663594,-0.07434317652171966,0.25819158747844473,-0.028394243000899096,0.2006154716566035,0.2645126430618835,-0.10559749809364884,0.17062678083785793,0.009679259863836782,0.3033304530384633,0.2125482235644201,0.23344260560604135,0.24091146835600086,-0.07544457323896453,0.10592737981963556
F7,0.34826153685964856,0.1164950634888307,-0.21958627282962503,0.028167103189128503,0.02718850351482521,0.14898765267472192,-0.2526528215069122,-0.14183825042020637,0.07414272172292805,0.1284856934068139,0.28134815131843804,0.005786208981422922,0.10961194823979395,-0.2321385230429322,0.25470312348966384,0.10842853662105512,0.02240192778306569,0.32334938952569353,-0.0811929054679195,-0.1732076016166599,-0.24452825336016265,0.4513022907870597,0.26471226300250833,-0.15011316378590295,0.10809801063018695,-0.02564224310493588,-0.1369003833937759,0.5714231293385914,0.04790201042521367,-0.2714880790955046,-0.19616711488023844,-0.24731629763360505,-0.060588858493604084,-0.2762715028634493,0.013420765446692259,-0.2082241283443283,-0.033847644708236715,-0.0693664769605793,0.1638093470699571,-0.21380412262475648,0.049817251047693384,0.17128616096197613,-0.21334852144486502,-0.32372605197108995,0.2973390467027727,0.1633389880574496,-0.12518622361009277,-0.4792975596945424,0.19180044767460314,0.22949069704577202,0.0373962126166687,-0.14515195459409264,-0.0039800867713196166,0.11121425369816886,-0.22472664363890565,-0.09941674946310033
FT9,-0.07843326714238827,0.2038628011091128,0.007217947631227592,0.32997271622888164,-0.12765317895575704,0.2740008474525359,-0.44571352031915046,-0.7082462996472711,0.3754866080811166,0.5026460576850424,-0.16976160551731007,0.047113884172586024,0.36360677596157265,0.4608044643702804,0.11098686765397779,0.05969012227213002,0.0010383956670007104,0.371195499815455,0.3319070528916527,-0.2869576442341781,-0.36874495459916945,-0.312100186885353,-0.1261735241197443,-0.10815987121473206,-0.30403710635093956,-0.33218506827097055,-0.3806741591766686,0.2449689189526844,0.0019100867292923876,0.0873772661758299,-0.4587736704861999,-0.08435798517507782,-0.24241895861508844,-0.30973089787880914,0.5201985244928987,-0.42883254618984734,0.18013937408375236,0.2143690477919276,-0.19834021925062767,0.3562963280518671,-0.28547679868544423,-0.01160106257460293,0.11267870378016762,-0.044439401575021464,-0.08172330401107722,-0.2217302977226492,0.019688967824830865,-0.25862607504921137,0.5458548558393177,0.5875414189501699,0.17718646831308665,0.4093148750304081,-0.032777953914473364,-0.29155054752154996,-0.06963376364821419,-0.12820100827727904
FC5,-0.025429345685010797,0.04281959292595452,0.21336273718554805,0.07651780085758751,0.4216957378034807,0.10775291162867719,0.2932609495352284,-0.32970077582013524,-0.024954089478979733,-0.012961220697453174,0.3287411913015729,-0.001828786397328147,0.2917729001903992,-0.011751615287646006,0.33416233539706336,-0.2819701467541098,0.16173590109670657,-0.20334763051638927,0.33863443578626545,0.18393918025909117,-0.4059212461141297,0.3072603464467322,-0.4269150373849514,-0.2919954494409206,-0.28525235907656943,-0.06106795312250904,-0.33357952564866805,0.27593621380427646,-0.4902873789587549,-0.27146978497579743,-0.358172854737685,0.19624904429599854,0.17265838911457296,0.2127943451341744,-0.07977114003909425,-0.3309964037537963,-0.14731974263370923,0.20254588238252005,-0.24232395703158702,0.12250906202954985,-0.051100355578804726,-0.09882755850357135,0.37602336106352735,-0.4410556858114214,0.1675523383643579,-0.21134238703655353,-0.211987925334547,-0.3056091151266885,0.25927547667740575,0.4729426322168169,0.16155958792008185,0.23465332885523923,0.6418703488265958,-0.49281647249584865,0.032689555415606246,-0.20115964307237164
FC1,-0.11950928275208869,0.17674519448528694,0.1909537627294871,0.33337679494009886,0.11635051765413222,0.2068200076379128,-0.18545029376997232,-0.12598152614202993,-0.054629050147979884,0.21739638947163661,-0.28284888103290917,0.11625100908971606,0.00496045657839063,0.05169006232673822,-0.31650457993966946,-0.2842259616941408,-0.24770864962820396,0.3580611079785227,-0.2408804710527976,-0.25035987715998703,-0.5116070666772522,-0.34601302568087006,0.04554161446308532,0.1967986642285621,-0.11706583862345865,0.15698007740301248,-0.10851973500362452,0.2247838156629817,0.21562116986808758,0.3692565580604098,-0.0029222039068311214,0.3876380966795592,-0.25972267746394084,-0.23292379487009524,0.4280252811512711,-0.1317237318227278,0.005219366055383106,0.1138377481636864,-0.4324245666606045,-0.19942962268075873,0.17200562061417526,-0.27968500522787293,0.36078410839699476,0.3127329606583442,0.0491886736561447,-0.20582765565281666,0.2973408354619327,-0.1023828326181295,0.3034115963581659,-0.006328252926810753,-0.36922838103959643,-0.37344762013206206,0.26338714958258175,0.38669574123942346,-0.21765594602485092,-0.05684785026364171
C3,0.15790583704099,-0.01829300488844995,-0.2362536597718004,-0.4059812695587255,0.48591872404260017,-0.028731960379506333,0.18715783062576752,0.3874037398719017,0.05752961509748289,-0.16483576484374526,-0.35710497576079636,-0.06573117263251517,-0.38290262786588614,-0.11856694365026206,-0.34755275963438237,-0.33609832717936466,-0.14767978330353737,0.1443495469157735,0.06245933232419386,-0.022164674708682806,-0.061840387323746485,0.013970686098384507,-0.09083991254253927,0.5537997258952551,-0.05510169642822818,0.5050353047696352,-0.1820284297479373,0.03726235488263371,0.1695678143914728,0.18839678929723322,0.3261573998990903,-0.01855856214770649,-0.4838558330303713,0.3438362038754089,-0.20940438621909804,0.06418714396445935,0.10899387292962616,-0.002455472038830092,0.08446877796567845,0.057288678605056396,0.029743556400289244,-0.07838511690862363,0.6210736480570825,0.18954698330902436,0.26794888214072454,0.02762974006843762,-0.09709967169965683,-0.7824168683392984,-0.32571859390321434,-0.01763115383429467,0.007035858782914452,-0.35090209562736363,0.15551994967420182,-0.025982773390940763,-0.04915039792197583,0.22908027835616154
T7,0.5471319218347898,0.19570729555208188,0.06959272933626662,-0.6289393731931793,-0.2979079716495664,-0.03585725608284811,0.4687254791116921,-0.08532466397623321,-0.15402704613372722,-0.21171257833808432,-0.08845464171641829,0.048542481523141494,-0.25455544840963135,0.25672915042174593,0.025844249324083097,0.24858300293841462,0.1176183264958673,0.042239861390110205,-0.169180052372331,0.2362745714914438,0.24341616963586796,0.23564311999761145,0.0057073189377579905,0.1983173417374832,-0.23460712844184722,0.178555649981823,-0.17502495650021813,0.06262344477689591,0.24861029122503328,-0.26186190957313193,-0.20611091286032662,0.07109440296113446,-0.1439579444349392,0.012867709408968954,-0.07039230183143261,-0.26087045459034663,0.1109038107578599,0.15435312544585444,-0.35853628483263017,0.31563765214817946,0.460194533134989,-0.028574233765303728,-0.14515371961137852,-0.4082601564266999,0.0123948679475247,0.15188436115232024,-0.3178634532207906,0.08490647449495943,-0.19419393594139586,-0.03918728270795452,-0.05167989576751166,-0.11720293560444758,0.49138813232613493,-0.043113626619399194,-0.03200605195836856,-0.28093125892989323
TP9,-0.10329122293076888,0.018781116104415758,0.03148701607983606,0.3198578427250139,-0.29434681254782274,-0.3456975286736922,-0.20211737992204987,-0.2476952439210364,0.15782642793411444,-0.2602772662181057,0.37672541672559123,-0.12961909805338828,0.34461219266404913,0.06846039227424959,0.20041061310538644,-0.6902232302438862,-0.6009463338942783,0.26706954319085313,-0.5069357074549282,0.15495387471672573,-0.09380435980627556,-0.21736594843249268,-0.020461469991476636,0.0015871643634836961,-0.14527781124263686,0.0064341100315538574,-0.17604409705468677,-0.27662342522977634,-0.32502408020984325,0.3785867839925876,0.6883715731036963,0.5332856337389588,-0.0312818745060177,-0.32171445012592853,0.07281225994401325,0.1778978831531601,-0.038747335011546306,0.3526118486127739,0.23850048079652297,0.06447944798677856,-0.08571175665442865,-0.617841764143171,0.40988456510562005,0.3321545153776374,0.01194051350948622,0.19583281622848042,0.052778018223424296,-0.05091237573125638,-0.24600424524255635,-0.31527895540606005,-0.02301166776921005,0.08669749895703893,0.294825897396095,0.3617016004372233,-0.020746785018714606,0.18643517895726391
CP5,-0.3395332619628237,0.07926279753938668,0.17244280732403655,0.4984489377695653,-0.06197267619698877,0.12851880605412958,-0.2338914073197387,-0.19780370842488001,0.06074181145476112,0.3032517809081896,0.1678398639057075,-0.02744510727238009,-0.13977479471812454,-0.03252710915765213,0.11037071759814633,-0.35929385810645065,-0.06501801904612842,0.02682225736277896,-0.8461350160673358,0.12790442900900076,0.25200613649786896,-0.03877852436062367,-0.22684080371441542,0.32013238043798303,-0.3015029078321853,-0.09605559444048341,0.023341776358538863,-0.34759713791040686,-0.031459278353674826,-0.16049187508344467,0.054553752912298456,0.08626150590647569,0.051942931916677225,-0.004360478437586555,-0.2308577508603761,-0.03659403545781464,-0.43548068274208857,0.3439885053694072,0.0028042734067953517,0.40760326483156456,0.11617066664838213,-0.018703191639765332,0.07069272969932187,0.046437478266081356,0.26951140710531135,-0.11183307759973912,-0.15106762084556824,0.11412179742421022,0.2031208392736389,-0.30196761044868536,-0.015181453547165963,0.13333917686408922,0.40579278708219685,-0.05965813448893158,0.1586269667256733,0.13577253038324033
