,FC1,P7,O1,Oz,CP6,AF7,CPz,FT8
FC1,0.23809523809523808,0.25,0.17857142857142858,0.0,0.0,0.0,0.14285714285714285,0.19047619047619047
P7,0.2079207920792079,0.31683168316831684,0.1485148514851485,0.0,0.0,0.0,0.1188118811881188,0.2079207920792079
O1,0.2112676056338028,0.2112676056338028,0.19718309859154928,0.0,0.0,0.0,0.16901408450704225,0.2112676056338028
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP6,0.0,0.0,0.0,0.0,0.49122807017543857,0.5087719298245614,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.30526315789473685,0.6947368421052632,0.0,0.0
CPz,0.20689655172413793,0.20689655172413793,0.1896551724137931,0.0,0.0,0.0,0.1896551724137931,0.20689655172413793
FT8,0.20930232558139536,0.2441860465116279,0.1744186046511628,0.0,0.0,0.0,0.13953488372093023,0.23255813953488372
