,FC1,P7,O1,Oz,CP6,AF7,CPz,FT8
FC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.4931506849315068,0.5068493150684932,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.4864864864864865,0.5135135135135135,0.0
FT8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
