,CP5,P7,P8,TP10,Fp2,P5,PO7,P6
CP5,0.3125,0.0,0.0,0.0,0.0,0.34375,0.34375,0.0
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P5,0.3125,0.0,0.0,0.0,0.0,0.34375,0.34375,0.0
PO7,0.3125,0.0,0.0,0.0,0.0,0.34375,0.34375,0.0
P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
