,caudalmiddlefrontal-rh,inferiorparietal-rh,postcentral-rh,rostralmiddlefrontal-rh,superiorparietal-lh,superiorparietal-rh,supramarginal-lh,supramarginal-rh
caudalmiddlefrontal-rh,0.13186813186813187,0.10989010989010989,0.14285714285714285,0.13186813186813187,0.08791208791208792,0.10989010989010989,0.14285714285714285,0.14285714285714285
inferiorparietal-rh,0.13253012048192772,0.12048192771084337,0.13253012048192772,0.13253012048192772,0.0963855421686747,0.12048192771084337,0.13253012048192772,0.13253012048192772
postcentral-rh,0.125,0.10416666666666667,0.16666666666666666,0.125,0.08333333333333333,0.10416666666666667,0.13541666666666666,0.15625
rostralmiddlefrontal-rh,0.13186813186813187,0.10989010989010989,0.14285714285714285,0.13186813186813187,0.08791208791208792,0.10989010989010989,0.14285714285714285,0.14285714285714285
superiorparietal-lh,0.1267605633802817,0.1267605633802817,0.1267605633802817,0.1267605633802817,0.11267605633802817,0.1267605633802817,0.1267605633802817,0.1267605633802817
superiorparietal-rh,0.13253012048192772,0.12048192771084337,0.13253012048192772,0.13253012048192772,0.0963855421686747,0.12048192771084337,0.13253012048192772,0.13253012048192772
supramarginal-lh,0.12903225806451613,0.10752688172043011,0.15053763440860216,0.12903225806451613,0.08602150537634409,0.10752688172043011,0.13978494623655913,0.15053763440860216
supramarginal-rh,0.125,0.10416666666666667,0.16666666666666666,0.125,0.08333333333333333,0.10416666666666667,0.13541666666666666,0.15625
