,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-lh,lingual-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.28,0.13333333333333333,0.18666666666666668,0.0,0.10666666666666667,0.0,0.17333333333333334,0.12
frontalpole-rh,0.13636363636363635,0.2159090909090909,0.17045454545454544,0.0,0.13636363636363635,0.056818181818181816,0.17045454545454544,0.11363636363636363
lateralorbitofrontal-lh,0.2,0.15555555555555556,0.2222222222222222,0.0,0.15555555555555556,0.0,0.2111111111111111,0.05555555555555555
lingual-lh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
medialorbitofrontal-lh,0.1518987341772152,0.17721518987341772,0.21518987341772153,0.0,0.21518987341772153,0.0,0.21518987341772153,0.02531645569620253
medialorbitofrontal-rh,0.0,0.16129032258064516,0.0,0.0,0.0,0.6129032258064516,0.0,0.22580645161290322
rostralanteriorcingulate-lh,0.19767441860465115,0.16279069767441862,0.22093023255813954,0.0,0.1511627906976744,0.0,0.20930232558139536,0.05813953488372093
rostralanteriorcingulate-rh,0.14893617021276595,0.14893617021276595,0.06382978723404255,0.0,0.0,0.1702127659574468,0.06382978723404255,0.40425531914893614
