,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P7,O1,Oz,O2,P8,TP10,CP6,Cz,T8,FT10,FC2,F4,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P2,CPz,C6,C2,FC4,AF8,AF4,F2,FCz
Fz,0.173828125,0.087890625,0.0,0.0,0.01171875,0.0908203125,0.0,0.0,0.0,0.0,0.087890625,0.0322265625,0.0,0.0,0.0,0.0,0.087890625,0.056640625,0.0,0.0419921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1611328125,0.0,0.0,0.0,0.0,0.0009765625,0.0654296875,0.0673828125,0.0,0.0,0.0,0.0,0.0,0.0341796875,0.0,0.0,0.0,0.0
F3,0.10743801652892562,0.1050767414403778,0.0,0.0,0.014167650531286895,0.10743801652892562,0.0,0.0,0.0,0.0,0.09681227863046045,0.03896103896103896,0.0,0.0,0.0,0.0,0.10035419126328217,0.06847697756788666,0.0,0.05076741440377804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10743801652892562,0.0,0.0,0.0,0.0,0.0011806375442739079,0.07910271546635184,0.08146399055489964,0.0,0.0,0.0,0.0,0.0,0.04132231404958678,0.0,0.0,0.0,0.0
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.10789980732177264,0.0,0.0,0.06358381502890173,0.0,0.0,0.0,0.0,0.0,0.06358381502890173,0.038535645472061654,0.05202312138728324,0.0,0.0,0.0,0.041425818882466284,0.0,0.0674373795761079,0.0,0.06165703275529865,0.0,0.0,0.0,0.019267822736030827,0.0626204238921002,0.03757225433526012,0.055876685934489405,0.0,0.03275529865125241,0.0,0.0,0.0,0.10789980732177264,0.0,0.017341040462427744,0.0,0.0,0.0,0.0,0.06069364161849711,0.10982658959537572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC5,0.09558823529411764,0.09558823529411764,0.0,0.0,0.08823529411764706,0.09558823529411764,0.0,0.0,0.0,0.0,0.09558823529411764,0.08088235294117647,0.0,0.0,0.0,0.0,0.08823529411764706,0.058823529411764705,0.0,0.051470588235294115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09558823529411764,0.0,0.0,0.0,0.0,0.007352941176470588,0.051470588235294115,0.07352941176470588,0.0,0.0,0.0,0.0,0.0,0.022058823529411766,0.0,0.0,0.0,0.0
FC1,0.10851808634772463,0.10385064177362893,0.0,0.0,0.014002333722287048,0.1073512252042007,0.0,0.0,0.0,0.0,0.09801633605600933,0.038506417736289385,0.0,0.0,0.0,0.0,0.10151691948658109,0.0676779463243874,0.0,0.050175029171528586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10968494749124855,0.0,0.0,0.0,0.0,0.0011668611435239206,0.07817969661610269,0.08051341890315053,0.0,0.0,0.0,0.0,0.0,0.040840140023337225,0.0,0.0,0.0,0.0
C3,0.0,0.0,0.0,0.0744920993227991,0.0,0.0,0.07336343115124154,0.0,0.0,0.0,0.0,0.0,0.07336343115124154,0.045146726862302484,0.060948081264108354,0.0,0.0,0.0,0.04853273137697517,0.0,0.0744920993227991,0.0,0.07110609480812641,0.0,0.0,0.0,0.022573363431151242,0.07336343115124154,0.04401805869074492,0.06433408577878104,0.0,0.03837471783295711,0.0,0.0,0.0,0.0744920993227991,0.0,0.020316027088036117,0.0,0.0,0.0,0.0,0.06659142212189616,0.0744920993227991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
