,F7,FT9,F8,Fp2,FT7,C5,PO4,C2
F7,0.25,0.1875,0.0,0.25,0.0,0.0625,0.25,0.0
FT9,0.25,0.1875,0.0,0.25,0.0,0.0625,0.25,0.0
F8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.25,0.1875,0.0,0.25,0.0,0.0625,0.25,0.0
FT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.0,0.1111111111111111,0.2222222222222222,0.0
PO4,0.25,0.1875,0.0,0.25,0.0,0.0625,0.25,0.0
C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
