,Oz,FC2,F8,FC3,P1,PO8,F6,F2
Oz,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
FC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0
FC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.5714285714285714,0.0,0.0,0.42857142857142855,0.0,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F2,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.6363636363636364
