,CP5,TP10,F8,Fp2,AF3,FT8,F6,AF4
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.6666666666666666,0.0,0.13333333333333333,0.0,0.0,0.2,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.375,0.0,0.25,0.0,0.0,0.375,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F6,0.0,0.4444444444444444,0.0,0.2222222222222222,0.0,0.0,0.3333333333333333,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
