,F7,FT9,F8,Fp2,FT7,C5,PO4,C2
F7,0.1875,0.1875,0.0,0.0,0.0,0.25,0.25,0.125
FT9,0.1875,0.1875,0.0,0.0,0.0,0.25,0.25,0.125
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5,0.1875,0.1875,0.0,0.0,0.0,0.25,0.25,0.125
PO4,0.1875,0.1875,0.0,0.0,0.0,0.25,0.25,0.125
C2,0.21428571428571427,0.21428571428571427,0.0,0.0,0.0,0.21428571428571427,0.21428571428571427,0.14285714285714285
