,Fp1,TP10,T8,FT10,F8,Fp2,AFz,F1
Fp1,0.8409090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.1590909090909091
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
F1,0.34285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.6571428571428571
