,Fp1,TP10,T8,FT10,Fp2,AFz,CPz,FC4
Fp1,0.2456276719782355,0.09172172561212592,0.08783521181500194,0.07190050524679363,0.14108045083560047,0.1748931208705791,0.10027205596579868,0.08666925767586475
TP10,0.15793056501021102,0.38393464942137506,0.0,0.0,0.16746085772634445,0.2906739278420694,0.0,0.0
T8,0.09978308026030369,0.0,0.227765726681128,0.20997830802603037,0.0,0.029067245119305855,0.21648590021691974,0.21691973969631237
FT10,0.07535885167464115,0.0,0.1941786283891547,0.2460127591706539,0.0,0.01674641148325359,0.2292663476874003,0.23843700159489634
Fp2,0.2609011627906977,0.1816860465116279,0.0,0.0,0.2710755813953488,0.25944767441860467,0.018168604651162792,0.00872093023255814
AFz,0.21298949379178606,0.20582617000955108,0.031041069723018146,0.019102196752626553,0.16953199617956066,0.3061127029608405,0.034383954154727794,0.021012416427889206
CPz,0.09400789379260854,0.0,0.1779691424470757,0.20523860782203085,0.00968783638320775,0.02726946537495515,0.24901327592393255,0.23681377825618946
FC4,0.08278628738147338,0.0,0.18198395331874545,0.21699489423778265,0.005105762217359592,0.016776075857038657,0.24179431072210067,0.25455871626549964
