,Fp1,Oz,TP10,Fp2,AF7,F1,C5,FCz
Fp1,0.3143735588009224,0.0,0.26594926979246736,0.0,0.0007686395080707148,0.0,0.14834742505764797,0.27056110684089163
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.23710283566791937,0.0,0.3450632046463956,0.0,0.0,0.0,0.19883840109326956,0.21899555859241543
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.9657794676806084,0.0,0.0,0.034220532319391636
F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5,0.17998163452708907,0.0,0.27089072543618,0.0,0.0,0.0,0.42424242424242425,0.1248852157943067
FCz,0.29010806317539484,0.0,0.2647547797173732,0.0,0.00831255195344971,0.0,0.11055694098088113,0.3262676641729011
