,Fp1,TP10,T8,FT10,F8,Fp2,AFz,F1
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.584070796460177,0.415929203539823,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.10368663594470046,0.8963133640552995,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
