,entorhinal-rh,frontalpole-lh,frontalpole-rh,insula-rh,isthmuscingulate-rh,parahippocampal-rh,pericalcarine-rh,temporalpole-rh
entorhinal-rh,0.3358208955223881,0.15671641791044777,0.23134328358208955,0.0,0.11940298507462686,0.0,0.15671641791044777,0.0
frontalpole-lh,0.11274509803921569,0.35784313725490197,0.3480392156862745,0.0,0.014705882352941176,0.06862745098039216,0.09803921568627451,0.0
frontalpole-rh,0.14537444933920704,0.28193832599118945,0.3656387665198238,0.0,0.039647577092511016,0.039647577092511016,0.1277533039647577,0.0
insula-rh,0.0,0.0,0.0,0.5416666666666666,0.0,0.125,0.0,0.3333333333333333
isthmuscingulate-rh,0.27450980392156865,0.0196078431372549,0.13725490196078433,0.0,0.29411764705882354,0.0,0.27450980392156865,0.0
parahippocampal-rh,0.0,0.13008130081300814,0.08943089430894309,0.024390243902439025,0.0,0.5934959349593496,0.0,0.16260162601626016
pericalcarine-rh,0.1724137931034483,0.13793103448275862,0.21551724137931033,0.0,0.13793103448275862,0.0,0.33620689655172414,0.0
temporalpole-rh,0.0,0.0,0.0,0.15384615384615385,0.0,0.24175824175824176,0.0,0.6043956043956044
