,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,AF8,AF4,F2,FCz
Fp1,0.07638609209289837,0.010605450396026313,0.007383541414955027,0.018257484226070615,0.01624379111290106,0.008591757282856759,0.005638340716874748,0.010336957980937039,0.026714995301382737,0.014230097999731508,0.015975298697811786,0.005772586924419385,0.006309571754597933,0.012082158679017317,0.021479393207141897,0.01584105249026715,0.0,0.004832863471606927,0.010605450396026313,0.013021882131829777,0.018660222848704524,0.022016378037320445,0.010873942811115585,0.010336957980937039,0.005772586924419385,0.015572560075177877,0.0033561551886159215,0.01449859041482078,0.014364344207276145,0.014767082829910055,0.02389582494294536,0.003221908981071285,0.02443280977312391,0.0014767082829910056,0.009531480735669217,0.023761578735400725,0.0038931400187944692,0.024298563565579273,0.010605450396026313,0.01879446905624916,0.021210900792052626,0.021479393207141897,0.021479393207141897,0.0038931400187944692,0.02134514699959726,0.03732044569740905,0.0,0.0,0.012484897301651228,0.01584105249026715,0.04067660088602497,0.029936904282454022,0.020942408376963352,0.01664652973553497,0.015975298697811786,0.00939723452812458,0.023224593905222177,0.045643710565176535,0.053027251980131564,0.003624647603705195,0.011410927641294134
Fz,0.014193548387096775,0.07244239631336405,0.009953917050691244,0.008294930875576038,0.011797235023041475,0.026728110599078342,0.009585253456221198,0.011059907834101382,0.00847926267281106,0.03152073732718894,0.03225806451612903,0.013824884792626729,0.03152073732718894,0.0064516129032258064,0.022857142857142857,0.02433179723502304,0.0,0.0020276497695852535,0.016774193548387096,0.003502304147465438,0.013087557603686637,0.03391705069124424,0.003686635944700461,0.009585253456221198,0.011428571428571429,0.020276497695852536,0.01695852534562212,0.027465437788018434,0.016036866359447004,0.026543778801843318,0.00847926267281106,0.014562211981566821,0.0012903225806451613,0.005529953917050691,0.030046082949308755,0.009400921658986176,0.027465437788018434,0.023225806451612905,0.0,0.015483870967741935,0.02119815668202765,0.02119815668202765,0.02101382488479263,0.0,0.021382488479262673,0.01511520737327189,0.0,0.0,0.007557603686635945,0.017695852534562212,0.022857142857142857,0.017327188940092168,0.025253456221198158,0.012534562211981567,0.018433179723502304,0.014746543778801843,0.03576036866359447,0.03631336405529954,0.008663594470046084,0.005529953917050691,0.005345622119815668
F3,0.00677402862985685,0.006901840490797546,0.0626278118609407,0.02121676891615542,0.025690184049079755,0.0190439672801636,0.018660531697341512,0.016615541922290387,0.01712678936605317,0.02121676891615542,0.020961145194274028,0.02364519427402863,0.023773006134969327,0.025434560327198364,0.017382413087934562,0.017382413087934562,0.002044989775051125,0.0,0.013164621676891615,0.02223926380368098,0.025945807770961147,0.01495398773006135,0.013803680981595092,0.01827709611451943,0.010352760736196318,0.013803680981595092,0.02492331288343558,0.01572085889570552,0.023517382413087935,0.030035787321063396,0.009713701431492843,0.011375255623721882,0.008052147239263804,0.016487730061349692,0.02044989775051125,0.018021472392638037,0.0135480572597137,0.019171779141104295,0.015465235173824131,0.01278118609406953,0.004473415132924335,0.005623721881390593,0.005623721881390593,0.009841513292433537,0.005623721881390593,0.016615541922290387,0.002044989775051125,0.002044989775051125,0.013803680981595092,0.013292433537832311,0.021600204498977506,0.033358895705521474,0.018916155419222903,0.020705521472392636,0.018149284253578733,0.02121676891615542,0.013675869120654396,0.011375255623721882,0.0,0.02364519427402863,0.02006646216768916
F7,0.012015781922525108,0.004124820659971305,0.01443687230989957,0.061872309899569586,0.04949784791965567,0.006366571018651363,0.010222381635581061,0.0051111908177905304,0.035329985652797706,0.0028694404591104736,0.018472022955523672,0.016140602582496413,0.02465925394548063,0.023672883787661407,0.003945480631276901,0.01883070301291248,0.0002690100430416069,0.006545911047345768,0.026811334289813485,0.02663199426111908,0.04402797704447633,0.008967001434720229,0.029232424677187948,0.01883070301291248,0.010132711621233859,0.011208751793400288,0.01093974175035868,0.004842180774748924,0.022865853658536585,0.008877331420373027,0.043400286944045914,0.011029411764705883,0.022148493543758967,0.026721664275466284,0.004035150645624103,0.02098278335724534,0.010043041606886656,0.013719512195121951,0.01676829268292683,0.024390243902439025,0.006366571018651363,0.006545911047345768,0.006456241032998565,0.011119081779053085,0.00663558106169297,0.01721664275466284,0.0002690100430416069,0.0002690100430416069,0.03425394548063128,0.014705882352941176,0.0194583931133429,0.024390243902439025,0.0009863701578192252,0.014526542324246772,0.011836441893830704,0.021162123385939743,0.0,0.0,0.019279053084648494,0.03308823529411765,0.020444763271162122
FT9,0.010448678549477565,0.005619457371147598,0.017209588199139522,0.04811660374045131,0.05979453858986741,0.005356045306875055,0.012380367020809553,0.004565809114057424,0.03081921151988761,0.006146281499692686,0.015541311792080077,0.022302221441742032,0.02133637720607604,0.024058301870225656,0.003160944771270524,0.018175432434805513,0.00017560804284836245,0.00640969356396523,0.02370708578452893,0.027131442620072,0.050662920361752566,0.008692598120993942,0.024058301870225656,0.016946176134866976,0.007199929756782861,0.009834050399508297,0.009921854420932479,0.0014048643427868996,0.022126613398893668,0.014926683642110809,0.04372640266924225,0.004126789006936518,0.024233909913074017,0.02642901044867855,0.005356045306875055,0.028711915005707262,0.010273070506629204,0.016770568092018615,0.01879006058477478,0.018702256563350603,0.005795065413995961,0.005795065413995961,0.005795065413995961,0.006585301606813592,0.00570726139257178,0.01782421634910879,0.00017560804284836245,0.00017560804284836245,0.03283870401264378,0.016068135920625164,0.022741241548862937,0.026868030555799456,0.0025463166213012555,0.019580296777592415,0.014575467556414083,0.020370532970410044,0.0,0.0,0.016155939942049346,0.03354113618403723,0.0215119852489244
FC5,0.007697082557417753,0.01775294847920546,0.018870266914959653,0.008938547486033519,0.007697082557417753,0.06083178150217256,0.02408441961514587,0.03302296710117939,0.002482929857231533,0.029919304779639975,0.020856610800744878,0.0186219739292365,0.025822470515207946,0.013407821229050279,0.01936685288640596,0.011793916821849782,0.008069522036002483,0.0,0.02197392923649907,0.012290502793296089,0.0074487895716946,0.018001241464928614,0.0186219739292365,0.02110490378646803,0.015518311607697082,0.026319056486654252,0.03165735567970205,0.04270639354438237,0.011297330850403476,0.018001241464928614,0.0036002482929857233,0.027312228429546864,0.0037243947858473,0.0032278088144009932,0.029298572315332092,0.005834885164494103,0.02942271880819367,0.01738050900062073,0.0027312228429546867,0.020484171322160148,0.009931719428926133,0.009931719428926133,0.009807572936064556,0.008441961514587213,0.010552451893234015,0.006952203600248293,0.008069522036002483,0.008069522036002483,0.005710738671632526,0.028181253879577903,0.013407821229050279,0.016139044072004966,0.024332712600869024,0.011669770328988206,0.013283674736188703,0.021229050279329607,0.03414028553693358,0.02495344506517691,0.0,0.007697082557417753,0.010304158907510862
FC1,0.004412263830750085,0.0058830184410001134,0.016630840592827243,0.01267111664215409,0.016065165742731077,0.022513859033827355,0.05928272429007806,0.040841724176943095,0.004185993890711619,0.027831202624731304,0.01233171173209639,0.030093902025115964,0.028736282384885167,0.006109288381038579,0.02070369951351963,0.02070369951351963,0.007466908021269375,0.0,0.015273220952596447,0.02228758909378889,0.01697024550288494,0.014820681072519515,0.032696006335558324,0.036316325376173776,0.014141871252404119,0.025002828374250483,0.0291888222649621,0.03303541124561602,0.013010521552211789,0.01346306143228872,0.0058830184410001134,0.030093902025115964,0.012444846702115623,0.01074782215182713,0.028510012444846702,0.012784251612173322,0.014368141192442584,0.0,0.020138024663423463,0.03529811064600068,0.010860957121846362,0.01187917185201946,0.011766036882000227,0.004412263830750085,0.012218576762077158,0.004299128860730852,0.007466908021269375,0.007466908021269375,0.01074782215182713,0.01798846023305804,0.0,0.007014368141192442,0.018101595203077272,0.006109288381038579,0.004185993890711619,0.02692612286457744,0.021948184183731193,0.01493381604253875,0.008598257721461704,0.010521552211788665,0.0096164724516348
C3,0.008479303804529733,0.0066941872141024214,0.015173491018632154,0.006582617427200714,0.006471047640299007,0.030012272676559187,0.040499832645319644,0.06136338279593886,0.002008256164230726,0.032020528840789916,0.009371862099743389,0.0317973892669865,0.026107330134999444,0.009148722525939975,0.02097511993752092,0.013723083788909964,0.007809885083119491,0.0,0.018074305478076536,0.015173491018632154,0.007252036148610956,0.014280932723418498,0.023652794823161887,0.03224366841459333,0.012495816132991186,0.02476849269217896,0.030123842463460896,0.037933727546580386,0.011380118263974115,0.022202387593439697,0.0,0.0334709360705121,0.00825616423072632,0.002342965524935847,0.0334709360705121,0.004797500836773402,0.025326341626687492,0.0017851165904273123,0.007809885083119491,0.029008144594443824,0.015619770166238982,0.01573133995314069,0.015842909740042398,0.0025661050987392615,0.016289188887649225,0.006805757001004128,0.007809885083119491,0.007809885083119491,0.008814013165234854,0.022313957380341403,0.0031239540332477964,0.009371862099743389,0.027892446725426755,0.008702443378333147,0.00412808211536316,0.02242552716724311,0.030904830971772844,0.02510320205288408,0.009483431886645096,0.008590873591431441,0.006582617427200714
T7,0.02197434467373118,0.00513106525376464,0.014612381483547128,0.04361405465699944,0.0384829894032348,0.002230897936419409,0.004350250976017847,0.0017847183491355272,0.0690462911321807,0.0017847183491355272,0.03301728945900725,0.008142777467930842,0.018516452872281094,0.020858895705521473,0.002007808142777468,0.013496932515337423,0.00033463469046291134,0.005465699944227551,0.022643614054657,0.013496932515337423,0.03134411600669269,0.011154489682097044,0.018851087562744003,0.0064696040156162855,0.010485220301171222,0.016731734523145567,0.010596765197992191,0.00769659788064696,0.024539877300613498,0.014612381483547128,0.03502509760178472,0.009369771332961517,0.024651422197434467,0.029001673173452314,0.0026770775237032907,0.018962632459564976,0.013720022308979365,0.03234802007808143,0.013385387618516454,0.013720022308979365,0.0033463469046291134,0.0034578918014500836,0.0034578918014500836,0.009704406023424428,0.0033463469046291134,0.031121026213050754,0.00033463469046291134,0.00033463469046291134,0.029224762967094257,0.01807027328499721,0.039821528165086446,0.02978248745119911,0.007027328499721138,0.013385387618516454,0.02308979364194088,0.010485220301171222,0.004573340769659788,0.011266034578918014,0.018739542665923033,0.024316787506971554,0.028778583379810374
TP9,0.0100347739692002,0.017287630402384502,0.017088922006954794,0.0033780427223050174,0.0073522106308991555,0.024242424242424242,0.024639841033283656,0.02791852955787382,0.0015896671634376552,0.0574267262791853,0.017188276204669648,0.02016890213611525,0.02354694485842027,0.011028315946348734,0.026130153999006457,0.027123695976154993,0.006060606060606061,0.0,0.006954793840039742,0.008842523596621958,0.010134128166915052,0.02960755091902633,0.005067064083457526,0.016194734227521112,0.004868355688027819,0.020665673124689518,0.03715846994535519,0.036065573770491806,0.01957277694982613,0.037059115747640335,0.0013909587680079483,0.02791852955787382,0.006855439642324888,0.0027819175360158967,0.039841033283656235,0.009140586189766518,0.030004967709885744,0.017983109786388476,0.005663189269746647,0.014406358668653751,0.011525086934923,0.011624441132637855,0.011425732737208148,0.0018877297565822156,0.011922503725782414,0.006060606060606061,0.006060606060606061,0.006060606060606061,0.0,0.01838052657724789,0.017486338797814208,0.019771485345255836,0.028812717337307503,0.012916045702930949,0.01410829607550919,0.01609538002980626,0.04053651266766021,0.03189269746646796,0.004669647292598112,0.0057625434674615,0.01261798310978639
